KEGGgene	EC	Organism
syn:slr2074	ec:2.7.7.13	Synechocystis
syn:slr2079	ec:3.5.1.2	Synechocystis
syn:slr2082	ec:7.1.1.9	Synechocystis
syn:slr2083	ec:7.1.1.9	Synechocystis
syn:ssl2153	ec:5.3.1.6	Synechocystis
syn:ssl2296	ec:4.2.1.96	Synechocystis
syn:ssr1720	ec:6.1.1.1	Synechocystis
syn:sll0555	ec:3.4.11.18	Synechocystis
syn:sll0573	ec:2.7.2.2	Synechocystis
syn:sll0578	ec:6.3.4.18	Synechocystis
syn:sll0587	ec:2.7.1.40	Synechocystis
syn:sll0593	ec:2.7.1.2	Synechocystis
syn:sll0616	ec:7.4.2.8	Synechocystis
syn:sll0631	ec:1.4.3.16	Synechocystis
syn:sll0635	ec:2.5.1.3	Synechocystis
syn:sll0657	ec:2.7.8.13	Synechocystis
syn:sll0683	ec:7.3.2.1	Synechocystis
syn:sll0684	ec:7.3.2.1	Synechocystis
syn:sll0708	ec:2.1.1.182	Synechocystis
syn:sll0716	ec:3.4.21.89	Synechocystis
syn:sll0726	ec:5.4.2.2	Synechocystis
syn:sll0728	ec:6.4.1.2	Synechocystis
syn:sll0728	ec:2.1.3.15	Synechocystis
syn:slr1347	ec:4.2.1.1	Synechocystis
syn:slr1348	ec:2.3.1.30	Synechocystis
syn:slr1349	ec:5.3.1.9	Synechocystis
syn:slr1364	ec:2.8.1.6	Synechocystis
syn:slr1366	ec:3.4.23.36	Synechocystis
syn:slr1367	ec:2.4.1.1	Synechocystis
syn:slr1368	ec:2.1.1.196	Synechocystis
syn:slr1369	ec:2.7.7.41	Synechocystis
syn:slr1423	ec:6.3.2.8	Synechocystis
syn:slr1424	ec:1.3.1.98	Synechocystis
syn:slr1434	ec:1.6.1.2	Synechocystis
syn:slr1434	ec:7.1.1.1	Synechocystis
syn:slr1448	ec:2.7.1.4	Synechocystis
syn:slr1455	ec:7.3.2.3	Synechocystis
syn:slr1476	ec:2.1.3.2	Synechocystis
syn:slr1511	ec:2.3.1.180	Synechocystis
syn:slr1517	ec:1.1.1.85	Synechocystis
syn:slr1531	ec:3.6.5.4	Synechocystis
syn:slr1538	ec:2.1.1.195	Synechocystis
syn:slr1542	ec:4.6.1.12	Synechocystis
syn:slr1559	ec:1.1.1.25	Synechocystis
syn:slr1609	ec:6.2.1.3	Synechocystis
syn:slr1622	ec:3.6.1.1	Synechocystis
syn:slr1626	ec:4.1.2.25	Synechocystis
syn:slr1626	ec:5.1.99.8	Synechocystis
syn:slr1626	ec:1.13.11.81	Synechocystis
syn:slr1643	ec:1.18.1.2	Synechocystis
syn:slr1656	ec:2.4.1.227	Synechocystis
syn:slr1665	ec:5.1.1.7	Synechocystis
syn:slr1672	ec:2.7.1.30	Synechocystis
syn:slr1703	ec:6.1.1.11	Synechocystis
syn:slr1720	ec:6.1.1.12	Synechocystis
syn:slr1722	ec:1.1.1.205	Synechocystis
syn:slr1729	ec:7.2.2.6	Synechocystis
syn:slr1744	ec:3.5.1.28	Synechocystis
syn:slr1746	ec:5.1.1.3	Synechocystis
syn:slr1755	ec:1.1.1.94	Synechocystis
syn:slr1756	ec:6.3.1.2	Synechocystis
syn:slr1761	ec:5.2.1.8	Synechocystis
syn:slr1784	ec:1.3.1.24	Synechocystis
syn:slr1787	ec:2.7.4.16	Synechocystis
syn:slr1793	ec:2.2.1.2	Synechocystis
syn:slr1843	ec:1.1.1.49	Synechocystis
syn:slr1843	ec:1.1.1.363	Synechocystis
syn:slr1848	ec:1.1.1.23	Synechocystis
syn:slr1867	ec:2.4.2.18	Synechocystis
syn:slr1874	ec:6.3.2.4	Synechocystis
syn:slr1878	ec:4.4.1.32	Synechocystis
syn:slr1884	ec:6.1.1.2	Synechocystis
syn:slr1898	ec:2.7.2.8	Synechocystis
syn:slr1910	ec:3.5.1.28	Synechocystis
syn:slr1924	ec:3.4.16.4	Synechocystis
syn:slr1925	ec:6.3.1.10	Synechocystis
syn:slr1933	ec:5.1.3.13	Synechocystis
syn:slr1934	ec:1.2.4.1	Synechocystis
syn:slr1991	ec:4.6.1.1	Synechocystis
syn:slr1993	ec:2.3.1.9	Synechocystis
syn:slr2023	ec:2.3.1.39	Synechocystis
syn:slr2026	ec:2.5.1.15	Synechocystis
syn:sll1172	ec:4.2.3.1	Synechocystis
syn:sll1688	ec:4.2.3.1	Synechocystis
syn:sll1326	ec:7.1.2.2	Synechocystis
syn:sll1326	ec:7.2.2.1	Synechocystis
syn:slr1791	ec:1.8.4.8	Synechocystis
syn:slr1791	ec:1.8.4.10	Synechocystis
syn:slr0600	ec:1.8.1.9	Synechocystis
syn:slr2130	ec:4.2.3.4	Synechocystis
syn:sll0228	ec:3.5.3.11	Synechocystis
syn:slr0950	ec:2.1.1.226	Synechocystis
syn:slr0950	ec:2.1.1.227	Synechocystis
syn:slr1549	ec:3.5.1.88	Synechocystis
syn:slr1469	ec:3.1.26.5	Synechocystis
syn:sll1454	ec:1.7.7.2	Synechocystis
syn:slr1120	ec:3.4.23.43	Synechocystis
syn:slr2072	ec:4.3.1.19	Synechocystis
syn:slr1329	ec:7.1.2.2	Synechocystis
syn:slr1329	ec:7.2.2.1	Synechocystis
syn:sll0544	ec:2.7.7.7	Synechocystis
syn:sll0320	ec:3.1.13.5	Synechocystis
syn:sll1747	ec:4.2.3.5	Synechocystis
syn:slr0078	ec:4.2.3.12	Synechocystis
syn:slr0078	ec:4.1.2.50	Synechocystis
syn:slr1629	ec:5.4.99.23	Synechocystis
syn:slr1779	ec:2.6.99.2	Synechocystis
syn:slr1762	ec:3.1.3.18	Synechocystis
syn:sll1182	ec:7.1.1.6	Synechocystis
syn:sll1316	ec:7.1.1.6	Synechocystis
syn:slr1185	ec:7.1.1.6	Synechocystis
syn:slr0525	ec:2.1.1.11	Synechocystis
syn:slr1351	ec:6.3.2.10	Synechocystis
syn:slr0992	ec:2.1.1.207	Synechocystis
syn:sll0083	ec:5.3.1.28	Synechocystis
syn:slr0072	ec:2.1.1.170	Synechocystis
syn:slr0901	ec:4.1.99.22	Synechocystis
syn:sll0401	ec:2.3.3.1	Synechocystis
syn:sll1566	ec:2.4.1.213	Synechocystis
syn:sll0065	ec:2.2.1.6	Synechocystis
syn:slr0994	ec:2.3.1.181	Synechocystis
syn:sll1945	ec:2.2.1.7	Synechocystis
syn:sll1213	ec:1.1.1.271	Synechocystis
syn:slr1030	ec:6.6.1.1	Synechocystis
syn:slr0746	ec:3.1.3.69	Synechocystis
syn:slr0900	ec:2.10.1.1	Synechocystis
syn:sll1144	ec:2.1.1.199	Synechocystis
syn:slr1055	ec:6.6.1.1	Synechocystis
syn:slr1879	ec:2.1.1.130	Synechocystis
syn:slr1879	ec:2.1.1.151	Synechocystis
syn:sll0712	ec:2.5.1.47	Synechocystis
syn:slr1842	ec:2.5.1.47	Synechocystis
syn:sll1564	ec:2.3.3.13	Synechocystis
syn:slr0186	ec:2.3.3.13	Synechocystis
syn:sll1538	ec:3.2.1.21	Synechocystis
syn:slr1510	ec:2.3.1.274	Synechocystis
syn:sll0613	ec:3.6.4.12	Synechocystis
syn:sll0876	ec:3.6.4.12	Synechocystis
syn:sll1981	ec:2.2.1.6	Synechocystis
syn:slr2088	ec:2.2.1.6	Synechocystis
syn:slr0020	ec:3.6.4.12	Synechocystis
syn:slr0080	ec:3.1.26.4	Synechocystis
syn:slr1130	ec:3.1.26.4	Synechocystis
syn:sll0622	ec:2.5.1.72	Synechocystis
syn:slr0903	ec:2.8.1.12	Synechocystis
syn:sll1898	ec:1.17.99.9	Synechocystis
syn:slr0679	ec:2.1.1.176	Synechocystis
syn:slr1556	ec:1.1.1.28	Synechocystis
syn:slr0817	ec:5.4.4.2	Synechocystis
syn:sll1635	ec:2.1.1.148	Synechocystis
syn:sll1045	ec:3.6.1.55	Synechocystis
syn:sll1108	ec:3.1.3.5	Synechocystis
syn:slr1887	ec:2.5.1.61	Synechocystis
syn:sll1112	ec:4.2.1.10	Synechocystis
syn:sll1874	ec:1.14.13.81	Synechocystis
syn:slr0242	ec:1.11.1.24	Synechocystis
syn:slr0853	ec:2.3.1.266	Synechocystis
syn:slr1697	ec:2.7.11.1	Synechocystis
syn:sll1572	ec:2.7.7.7	Synechocystis
syn:slr0603	ec:2.7.7.7	Synechocystis
syn:slr0214	ec:2.1.1.37	Synechocystis
syn:sll1143	ec:3.6.4.12	Synechocystis
syn:slr0812	ec:2.7.1.33	Synechocystis
syn:slr1598	ec:2.8.1.8	Synechocystis
syn:slr1646	ec:3.1.26.3	Synechocystis
syn:slr0346	ec:3.1.26.3	Synechocystis
syn:slr0612	ec:5.4.99.20	Synechocystis
syn:slr1890	ec:1.16.3.1	Synechocystis
syn:sll0741	ec:1.2.7.1	Synechocystis
syn:slr1536	ec:3.6.4.12	Synechocystis
syn:sll0896	ec:3.1.22.4	Synechocystis
syn:sll1820	ec:5.4.99.12	Synechocystis
syn:slr0387	ec:2.8.1.7	Synechocystis
syn:sll1625	ec:1.3.5.1	Synechocystis
syn:sll1625	ec:1.3.5.4	Synechocystis
syn:sll0899	ec:2.7.7.23	Synechocystis
syn:sll0899	ec:2.3.1.157	Synechocystis
syn:slr2002	ec:6.3.2.29	Synechocystis
syn:slr2002	ec:6.3.2.30	Synechocystis
syn:sll0868	ec:2.8.1.8	Synechocystis
syn:sll0603	ec:2.2.1.9	Synechocystis
syn:slr0819	ec:2.3.1.269	Synechocystis
syn:slr0952	ec:3.1.3.11	Synechocystis
syn:slr1718	ec:3.1.3.71	Synechocystis
syn:slr0008	ec:3.4.21.102	Synechocystis
syn:slr0257	ec:3.4.21.102	Synechocystis
syn:slr1751	ec:3.4.21.102	Synechocystis
syn:sll1833	ec:3.4.16.4	Synechocystis
syn:slr1379	ec:7.1.1.7	Synechocystis
syn:slr1380	ec:7.1.1.7	Synechocystis
syn:slr0922	ec:3.1.1.29	Synechocystis
syn:slr0750	ec:1.3.7.7	Synechocystis
syn:slr0772	ec:1.3.7.7	Synechocystis
syn:slr0056	ec:2.5.1.62	Synechocystis
syn:slr0056	ec:2.5.1.133	Synechocystis
syn:sll1484	ec:7.1.1.2	Synechocystis
syn:slr0851	ec:7.1.1.2	Synechocystis
syn:ssl2982	ec:2.7.7.6	Synechocystis
syn:sll0823	ec:1.3.5.1	Synechocystis
syn:sll0823	ec:1.3.5.4	Synechocystis
syn:slr1550	ec:6.1.1.6	Synechocystis
syn:sll0204	ec:2.1.1.74	Synechocystis
syn:sll1300	ec:2.1.1.33	Synechocystis
syn:slr0749	ec:1.3.7.7	Synechocystis
syn:slr0457	ec:5.4.99.25	Synechocystis
syn:slr0887	ec:4.1.3.38	Synechocystis
syn:sll1902	ec:2.5.1.18	Synechocystis
syn:sll0704	ec:2.8.1.7	Synechocystis
syn:slr1516	ec:1.15.1.1	Synechocystis
syn:sll0934	ec:2.5.1.54	Synechocystis
syn:sll0109	ec:5.4.99.5	Synechocystis
syn:slr0261	ec:7.1.1.2	Synechocystis
syn:sll0519	ec:7.1.1.2	Synechocystis
syn:sll0520	ec:7.1.1.2	Synechocystis
syn:sll1121	ec:3.6.4.12	Synechocystis
syn:sll0521	ec:7.1.1.2	Synechocystis
syn:sll0522	ec:7.1.1.2	Synechocystis
syn:sll1220	ec:7.1.1.2	Synechocystis
syn:sll1221	ec:7.1.1.2	Synechocystis
syn:sll1223	ec:7.1.1.2	Synechocystis
syn:slr1279	ec:7.1.1.2	Synechocystis
syn:slr1280	ec:7.1.1.2	Synechocystis
syn:sll1866	ec:2.7.7.87	Synechocystis
syn:slr0348	ec:1.17.7.4	Synechocystis
syn:sll0450	ec:1.7.2.5	Synechocystis
syn:sll0037	ec:4.99.1.3	Synechocystis
syn:slr1281	ec:7.1.1.2	Synechocystis
syn:slr0844	ec:7.1.1.2	Synechocystis
syn:slr0331	ec:7.1.1.2	Synechocystis
syn:slr1291	ec:7.1.1.2	Synechocystis
syn:sll0027	ec:7.1.1.2	Synechocystis
syn:sll1733	ec:7.1.1.2	Synechocystis
syn:sll0223	ec:7.1.1.2	Synechocystis
syn:ssr1386	ec:7.1.1.2	Synechocystis
syn:sll1262	ec:7.1.1.2	Synechocystis
syn:slr1623	ec:7.1.1.2	Synechocystis
syn:sll0026	ec:7.1.1.2	Synechocystis
syn:sll1732	ec:7.1.1.2	Synechocystis
syn:sll1341	ec:1.16.3.1	Synechocystis
syn:sll0210	ec:3.6.1.27	Synechocystis
syn:slr2136	ec:1.17.7.1	Synechocystis
syn:slr2136	ec:1.17.7.3	Synechocystis
syn:sll1005	ec:3.6.1.66	Synechocystis
syn:slr1803	ec:2.1.1.72	Synechocystis
syn:sll1185	ec:1.3.3.3	Synechocystis
syn:slr0847	ec:2.7.7.3	Synechocystis
syn:sll0861	ec:4.2.1.126	Synechocystis
syn:sll0099	ec:2.1.1.132	Synechocystis
syn:sll0099	ec:2.1.1.289	Synechocystis
syn:sll0099	ec:2.1.1.196	Synechocystis
syn:slr1916	ec:4.2.99.20	Synechocystis
syn:sll1760	ec:2.7.1.39	Synechocystis
syn:slr0862	ec:2.7.1.168	Synechocystis
syn:slr1731	ec:2.7.13.3	Synechocystis
syn:slr0378	ec:3.5.1.97	Synechocystis
syn:sll0337	ec:2.7.13.3	Synechocystis
syn:sll0818	ec:2.1.1.198	Synechocystis
syn:slr0646	ec:3.4.16.4	Synechocystis
syn:slr0251	ec:7.5.2.5	Synechocystis
syn:sll0898	ec:3.1.3.100	Synechocystis
syn:slr1717	ec:4.4.1.37	Synechocystis
syn:sll1489	ec:2.5.1.143	Synechocystis
syn:slr2031	ec:3.1.3.3	Synechocystis
syn:sll0098	ec:2.1.1.192	Synechocystis
syn:slr1795	ec:1.8.4.11	Synechocystis
syn:slr0527	ec:6.3.4.20	Synechocystis
syn:sll0698	ec:2.7.13.3	Synechocystis
syn:sll1358	ec:4.1.1.2	Synechocystis
syn:sll1680	ec:1.8.4.12	Synechocystis
syn:slr1019	ec:5.3.3.17	Synechocystis
syn:sll0227	ec:5.2.1.8	Synechocystis
syn:sll0144	ec:2.7.4.22	Synechocystis
syn:slr1705	ec:3.5.1.15	Synechocystis
syn:slr1134	ec:3.6.1.13	Synechocystis
syn:slr0605	ec:1.8.5.7	Synechocystis
syn:sll1643	ec:6.3.3.2	Synechocystis
syn:sll1394	ec:1.8.4.11	Synechocystis
syn:slr0940	ec:1.3.5.6	Synechocystis
syn:slr0902	ec:4.6.1.17	Synechocystis
syn:sll0996	ec:2.8.4.3	Synechocystis
syn:sll0509	ec:2.7.7.5	Synechocystis
syn:sll0509	ec:2.7.7.53	Synechocystis
syn:sll1329	ec:3.1.3.25	Synechocystis
syn:sll0602	ec:3.1.3.16	Synechocystis
syn:sll1033	ec:3.1.3.16	Synechocystis
syn:sll0221	ec:1.11.1.24	Synechocystis
syn:slr1278	ec:6.3.4.19	Synechocystis
syn:slr0083	ec:3.6.4.13	Synechocystis
syn:sll1091	ec:1.3.1.83	Synechocystis
syn:sll1091	ec:1.3.1.111	Synechocystis
syn:slr1938	ec:5.3.1.23	Synechocystis
syn:sll0033	ec:5.2.1.13	Synechocystis
syn:sll0776	ec:2.7.11.1	Synechocystis
syn:slr0599	ec:2.7.11.1	Synechocystis
syn:slr1225	ec:2.7.11.1	Synechocystis
syn:slr1443	ec:2.7.11.1	Synechocystis
syn:slr1179	ec:2.7.1.170	Synechocystis
syn:slr0861	ec:6.3.1.21	Synechocystis
syn:sll1973	ec:2.3.1.275	Synechocystis
syn:slr0697	ec:3.5.2.9	Synechocystis
syn:slr1975	ec:5.1.3.8	Synechocystis
syn:slr0089	ec:2.1.1.95	Synechocystis
syn:sll0513	ec:2.5.1.21	Synechocystis
syn:slr1736	ec:2.5.1.115	Synechocystis
syn:slr1736	ec:2.5.1.116	Synechocystis
syn:slr1808	ec:1.2.1.70	Synechocystis
syn:slr1737	ec:5.5.1.24	Synechocystis
syn:sll0250	ec:4.1.1.36	Synechocystis
syn:sll0250	ec:6.3.2.5	Synechocystis
syn:slr0116	ec:1.3.7.5	Synechocystis
syn:slr1254	ec:1.3.5.5	Synechocystis
syn:sll1249	ec:6.3.2.1	Synechocystis
syn:sll1249	ec:2.7.4.25	Synechocystis
syn:sll1459	ec:3.1.3.5	Synechocystis
syn:sll1004	ec:2.4.1.83	Synechocystis
syn:sll1214	ec:1.14.13.81	Synechocystis
syn:sll0480	ec:2.6.1.83	Synechocystis
syn:sll0729	ec:2.1.1.72	Synechocystis
syn:slr2089	ec:5.4.99.17	Synechocystis
syn:slr2089	ec:4.2.1.129	Synechocystis
syn:sll0750	ec:2.7.13.3	Synechocystis
syn:slr1411	ec:4.99.1.12	Synechocystis
syn:slr1822	ec:4.2.99.18	Synechocystis
syn:slr1689	ec:3.2.2.23	Synechocystis
syn:slr1689	ec:4.2.99.18	Synechocystis
syn:sll1069	ec:2.3.1.179	Synechocystis
syn:sll1282	ec:2.5.1.78	Synechocystis
syn:sll1758	ec:5.4.2.10	Synechocystis
syn:slr0722	ec:2.1.1.193	Synechocystis
syn:sll0368	ec:2.4.2.9	Synechocystis
syn:sll0809	ec:6.3.1.20	Synechocystis
syn:slr1679	ec:3.4.13.22	Synechocystis
syn:slr0050	ec:3.1.26.11	Synechocystis
syn:sll0467	ec:2.4.99.17	Synechocystis
syn:sll0408	ec:5.2.1.8	Synechocystis
syn:slr0946	ec:1.20.4.4	Synechocystis
syn:slr1350	ec:1.14.19.23	Synechocystis
syn:slr1350	ec:1.14.19.45	Synechocystis
syn:sll1441	ec:1.14.19.25	Synechocystis
syn:sll1441	ec:1.14.19.35	Synechocystis
syn:sll1441	ec:1.14.19.36	Synechocystis
syn:slr0231	ec:3.2.2.21	Synechocystis
syn:slr0473	ec:2.7.13.3	Synechocystis
syn:slr1534	ec:3.4.17.13	Synechocystis
syn:sll0053	ec:6.4.1.2	Synechocystis
syn:sll0053	ec:6.3.4.14	Synechocystis
syn:sll0755	ec:1.11.1.24	Synechocystis
syn:sll1027	ec:1.4.1.13	Synechocystis
syn:slr0252	ec:1.3.1.54	Synechocystis
syn:slr0252	ec:1.3.1.106	Synechocystis
syn:sll0794	ec:5.4.99.61	Synechocystis
syn:sll0794	ec:5.4.99.60	Synechocystis
syn:sll0916	ec:5.4.99.61	Synechocystis
syn:sll0916	ec:5.4.99.60	Synechocystis
syn:slr1467	ec:5.4.99.61	Synechocystis
syn:slr1467	ec:5.4.99.60	Synechocystis
syn:slr2044	ec:7.2.2.20	Synechocystis
syn:slr0239	ec:2.1.1.133	Synechocystis
syn:slr0239	ec:2.1.1.271	Synechocystis
syn:slr0152	ec:2.7.11.1	Synechocystis
syn:slr0795	ec:3.2.1.17	Synechocystis
syn:slr0446	ec:2.7.7.7	Synechocystis
syn:sll0798	ec:2.7.13.3	Synechocystis
syn:slr0477	ec:2.1.2.2	Synechocystis
syn:sll1553	ec:6.1.1.20	Synechocystis
syn:slr0649	ec:6.1.1.10	Synechocystis
syn:sll1343	ec:3.4.11.2	Synechocystis
syn:slr0458	ec:3.1.3.18	Synechocystis
syn:slr1969	ec:2.7.13.3	Synechocystis
syn:slr1129	ec:3.1.26.12	Synechocystis
syn:slr0493	ec:5.3.1.8	Synechocystis
syn:sll1599	ec:7.2.2.5	Synechocystis
syn:slr1882	ec:2.7.1.26	Synechocystis
syn:slr1882	ec:2.7.7.2	Synechocystis
syn:sll1612	ec:6.3.2.12	Synechocystis
syn:sll1612	ec:6.3.2.17	Synechocystis
syn:sll0646	ec:4.6.1.1	Synechocystis
syn:slr0204	ec:3.1.2.28	Synechocystis
syn:sll0585	ec:3.5.1.1	Synechocystis
syn:sll0402	ec:2.6.1.1	Synechocystis
syn:sll0107	ec:4.1.2.14	Synechocystis
syn:sll0107	ec:4.1.3.42	Synechocystis
syn:slr0597	ec:2.1.2.3	Synechocystis
syn:slr0597	ec:3.5.4.10	Synechocystis
syn:slr0608	ec:3.5.4.19	Synechocystis
syn:slr0608	ec:3.6.1.31	Synechocystis
syn:slr1233	ec:1.3.5.1	Synechocystis
syn:slr1233	ec:1.3.5.4	Synechocystis
syn:sll1910	ec:3.1.13.1	Synechocystis
syn:sll1187	ec:2.5.1.145	Synechocystis
syn:slr0066	ec:3.5.4.26	Synechocystis
syn:slr0066	ec:1.1.1.193	Synechocystis
syn:sll0753	ec:1.5.1.5	Synechocystis
syn:sll0753	ec:3.5.4.9	Synechocystis
syn:slr0804	ec:3.4.16.4	Synechocystis
syn:slr0920	ec:3.6.1.55	Synechocystis
syn:sll8006	ec:3.1.21.3	Synechocystis
syn:slr1332	ec:2.3.1.179	Synechocystis
syn:slr2094	ec:3.1.3.11	Synechocystis
syn:slr2094	ec:3.1.3.37	Synechocystis
syn:slr0077	ec:2.8.1.7	Synechocystis
syn:slr0077	ec:4.4.1.16	Synechocystis
syn:sll1655	ec:6.3.4.15	Synechocystis
syn:sll1659	ec:2.5.1.147	Synechocystis
syn:slr0640	ec:2.7.13.3	Synechocystis
syn:sll1228	ec:2.7.13.3	Synechocystis
syn:sll1229	ec:2.7.13.3	Synechocystis
syn:sll1905	ec:2.7.13.3	Synechocystis
syn:slr2098	ec:2.7.13.3	Synechocystis
syn:slr2099	ec:2.7.13.3	Synechocystis
syn:slr2104	ec:2.7.13.3	Synechocystis
syn:sll1285	ec:4.3.1.32	Synechocystis
syn:sll0378	ec:2.1.1.107	Synechocystis
syn:slr1192	ec:1.1.1.2	Synechocystis
syn:slr1192	ec:1.1.1.183	Synechocystis
syn:slr2001	ec:3.4.15.6	Synechocystis
syn:slr1377	ec:3.4.21.89	Synechocystis
syn:sll0166	ec:2.1.1.107	Synechocystis
syn:sll0166	ec:4.2.1.75	Synechocystis
syn:sll0873	ec:4.1.1.96	Synechocystis
syn:slr0969	ec:3.7.1.12	Synechocystis
syn:slr0969	ec:2.1.1.272	Synechocystis
syn:slr0969	ec:2.1.1.131	Synechocystis
syn:slr2132	ec:2.3.1.8	Synechocystis
syn:sll1387	ec:3.1.3.16	Synechocystis
syn:sll7106	ec:3.1.11.5	Synechocystis
syn:slr0798	ec:7.2.2.12	Synechocystis
syn:slr0798	ec:7.2.2.21	Synechocystis
syn:sll0744	ec:1.3.98.1	Synechocystis
syn:slr0711	ec:1.7.1.13	Synechocystis
syn:sll1377	ec:2.4.1.336	Synechocystis
syn:slr0293	ec:1.4.4.2	Synechocystis
syn:sll0554	ec:1.8.7.2	Synechocystis
syn:sll1883	ec:2.3.1.35	Synechocystis
syn:sll1883	ec:2.3.1.1	Synechocystis
syn:sll0006	ec:2.6.1.83	Synechocystis
syn:slr0797	ec:7.2.2.12	Synechocystis
syn:slr0797	ec:7.2.2.21	Synechocystis
syn:slr0611	ec:2.5.1.84	Synechocystis
syn:slr0611	ec:2.5.1.85	Synechocystis
syn:sll1987	ec:1.11.1.21	Synechocystis
syn:sll5104	ec:1.20.4.1	Synechocystis
syn:sll1502	ec:1.4.7.1	Synechocystis
syn:slr0787	ec:2.7.7.1	Synechocystis
syn:sll0990	ec:1.1.1.284	Synechocystis
syn:sll0990	ec:1.1.1.1	Synechocystis
syn:slr0739	ec:2.5.1.1	Synechocystis
syn:slr0739	ec:2.5.1.10	Synechocystis
syn:slr0739	ec:2.5.1.29	Synechocystis
syn:sll1561	ec:1.5.5.2	Synechocystis
syn:sll1561	ec:1.2.1.88	Synechocystis
syn:sll0992	ec:3.1.2.12	Synechocystis
syn:slr1777	ec:6.6.1.1	Synechocystis
syn:sll0891	ec:1.1.1.37	Synechocystis
syn:sll1501	ec:6.3.5.9	Synechocystis
syn:sll1501	ec:6.3.5.11	Synechocystis
syn:slr1616	ec:6.3.5.5	Synechocystis
syn:slr0905	ec:1.21.98.3	Synechocystis
syn:slr0049	ec:1.5.1.7	Synechocystis
syn:sll5080	ec:1.11.1.10	Synechocystis
syn:sll0208	ec:4.1.99.5	Synechocystis
syn:sll0209	ec:1.2.1.80	Synechocystis
syn:slr0082	ec:2.8.4.4	Synechocystis
syn:sll1546	ec:3.6.1.11	Synechocystis
syn:sll1546	ec:3.6.1.40	Synechocystis
syn:sll1894	ec:4.1.99.12	Synechocystis
syn:sll1894	ec:3.5.4.25	Synechocystis
syn:slr0788	ec:2.4.2.12	Synechocystis
syn:sll0672	ec:7.2.2.10	Synechocystis
syn:sll0147	ec:5.5.1.19	Synechocystis
syn:sll1967	ec:2.1.1.190	Synechocystis
syn:slr2081	ec:1.3.1.78	Synechocystis
syn:sll0254	ec:1.3.99.39	Synechocystis
syn:sll0254	ec:1.3.99.40	Synechocystis
syn:slr1020	ec:3.13.1.1	Synechocystis
syn:sll0659	ec:5.5.1.19	Synechocystis
syn:sll5079	ec:1.1.1.100	Synechocystis
syn:sll1452	ec:7.3.2.4	Synechocystis
syn:slr1945	ec:5.4.2.12	Synechocystis
syn:sll1495	ec:1.1.5.13	Synechocystis
syn:sll0895	ec:3.1.3.7	Synechocystis
syn:slr0402	ec:3.6.1.66	Synechocystis
syn:slr1592	ec:5.4.99.23	Synechocystis
syn:slr2121	ec:3.5.1.9	Synechocystis
syn:sll1253	ec:2.7.7.72	Synechocystis
syn:sll0739	ec:7.3.2.5	Synechocystis
syn:sll0825	ec:2.7.7.72	Synechocystis
syn:slr1950	ec:7.2.2.9	Synechocystis
syn:slr1118	ec:2.4.1.187	Synechocystis
syn:sll1631	ec:3.5.4.33	Synechocystis
syn:sll1496	ec:2.7.7.13	Synechocystis
syn:sll1496	ec:5.4.2.8	Synechocystis
syn:slr1735	ec:7.4.2.1	Synechocystis
syn:sll1775	ec:3.2.1.45	Synechocystis
syn:sll5036	ec:1.8.5.4	Synechocystis
syn:slr0876	ec:1.8.5.4	Synechocystis
syn:slr0953	ec:3.1.3.24	Synechocystis
syn:slr0822	ec:7.2.2.10	Synechocystis
syn:sll1920	ec:7.2.2.8	Synechocystis
syn:slr1418	ec:1.3.5.2	Synechocystis
syn:sll1433	ec:4.2.1.136	Synechocystis
syn:sll1433	ec:5.1.99.6	Synechocystis
syn:slr2114	ec:2.6.1.102	Synechocystis
syn:slr0319	ec:3.5.2.6	Synechocystis
syn:slr1860	ec:3.1.3.3	Synechocystis
syn:slr0121	ec:3.5.2.6	Synechocystis
syn:sll1224	ec:1.12.1.2	Synechocystis
syn:sll1135	ec:1.6.3.5	Synechocystis
syn:slr1615	ec:2.6.1.102	Synechocystis
syn:sll1226	ec:1.12.1.2	Synechocystis
syn:sll0034	ec:3.4.17.14	Synechocystis
syn:slr0427	ec:3.5.1.42	Synechocystis
syn:sll0418	ec:2.1.1.295	Synechocystis
syn:slr1652	ec:2.7.1.182	Synechocystis
syn:slr1271	ec:2.4.1.187	Synechocystis
syn:sll0002	ec:2.4.1.129	Synechocystis
syn:sll0002	ec:3.4.16.4	Synechocystis
syn:slr1979	ec:2.6.1.85	Synechocystis
syn:slr0361	ec:5.4.99.22	Synechocystis
syn:slr6037	ec:1.20.4.1	Synechocystis
syn:sll1348	ec:1.17.99.6	Synechocystis
syn:sll0735	ec:2.4.1.18	Synechocystis
syn:slr7015	ec:3.1.12.1	Synechocystis
syn:slr0260	ec:2.5.1.17	Synechocystis
syn:slr0453	ec:4.1.2.9	Synechocystis
syn:slr0453	ec:4.1.2.22	Synechocystis
syn:slr0809	ec:4.1.1.35	Synechocystis
syn:slr1503	ec:1.1.1.65	Synechocystis
syn:sll1376	ec:5.1.3.34	Synechocystis
syn:sll1771	ec:3.1.3.16	Synechocystis
syn:sll1575	ec:2.7.11.1	Synechocystis
syn:slr1171	ec:1.11.1.22	Synechocystis
syn:slr1992	ec:1.11.1.22	Synechocystis
syn:slr0237	ec:3.2.1.68	Synechocystis
syn:slr1857	ec:3.2.1.68	Synechocystis
syn:sll0842	ec:3.2.1.54	Synechocystis
syn:sll0842	ec:3.2.1.133	Synechocystis
